candidate_id,recommended_semantic,action,object,area_capability,value_type,allowed_or_range,official_primary_source_path,official_primary_type,official_primary_datatype,official_primary_unit,official_primary_description,official_auxiliary_source,source_group_key,raw_actuator_nodes,android_auxiliary_candidates,current_coverage_status,current_intent_ids,user_controllable,suspected_duplicate,recommend_add_to_understandable_space,complete_safety_contract
VCC-061,SET_MODE WIPER Mode,SET_MODE,WIPER,按官方路径区域归并,枚举,FAST; INTERVAL; MEDIUM; OFF; RAIN_SENSOR; SLOW,Vehicle.Body.Windshield.Front.Wiping.Mode; Vehicle.Body.Windshield.Rear.Wiping.Mode,actuator,string,,"Wiper mode requested by user/driver. INTERVAL indicates intermittent wiping, with fixed time interval between each wipe. RAIN_SENSOR indicates intermittent wiping based on rain intensity.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Body.Windshield.Wiping.Mode,2,,缺失候选,,否,否,是,否/待审
VCC-062,LOCK DOOR 锁定,LOCK,DOOR,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.IsLocked; Vehicle.Cabin.Door.Row1.PassengerSide.IsLocked; Vehicle.Cabin.Door.Row2.DriverSide.IsLocked; Vehicle.Cabin.Door.Row2.PassengerSide.IsLocked,actuator,boolean,,Is item locked or unlocked. True = Locked. False = Unlocked.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.IsLocked,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,已覆盖-正式,DOOR_LOCK,是,否,保持现有映射,是
VCC-063,UNLOCK DOOR 解锁,UNLOCK,DOOR,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.IsLocked; Vehicle.Cabin.Door.Row1.PassengerSide.IsLocked; Vehicle.Cabin.Door.Row2.DriverSide.IsLocked; Vehicle.Cabin.Door.Row2.PassengerSide.IsLocked,actuator,boolean,,Is item locked or unlocked. True = Locked. False = Unlocked.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.IsLocked,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,已覆盖-正式,DOOR_UNLOCK,是,否,保持现有映射,是
VCC-064,OPEN DOOR 开,OPEN,DOOR,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.IsOpen; Vehicle.Cabin.Door.Row1.PassengerSide.IsOpen; Vehicle.Cabin.Door.Row2.DriverSide.IsOpen; Vehicle.Cabin.Door.Row2.PassengerSide.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.IsOpen,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,疑似重复,SUNROOF_OPEN; WINDOW_OPEN; DOOR_OPEN,是,是,是,否/待审
VCC-065,CLOSE DOOR 关,CLOSE,DOOR,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.IsOpen; Vehicle.Cabin.Door.Row1.PassengerSide.IsOpen; Vehicle.Cabin.Door.Row2.DriverSide.IsOpen; Vehicle.Cabin.Door.Row2.PassengerSide.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.IsOpen,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,疑似重复,SUNROOF_CLOSE; WINDOW_CLOSE; DOOR_CLOSE,是,是,是,否/待审
VCC-066,SET DOOR Position,SET,DOOR,按官方路径区域归并,连续数值,0..100,Vehicle.Cabin.Door.Row1.DriverSide.Position; Vehicle.Cabin.Door.Row1.PassengerSide.Position; Vehicle.Cabin.Door.Row2.DriverSide.Position; Vehicle.Cabin.Door.Row2.PassengerSide.Position,actuator,uint8,percent,Item position. 0 = Start position 100 = End position.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Position,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,缺失候选,,否,否,是,否/待审
VCC-067,OPEN DOOR 开,OPEN,DOOR,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.Shade.IsOpen; Vehicle.Cabin.Door.Row1.PassengerSide.Shade.IsOpen; Vehicle.Cabin.Door.Row2.DriverSide.Shade.IsOpen; Vehicle.Cabin.Door.Row2.PassengerSide.Shade.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Shade.IsOpen,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,疑似重复,SUNROOF_OPEN; WINDOW_OPEN; DOOR_OPEN,是,是,是,否/待审
VCC-068,CLOSE DOOR 关,CLOSE,DOOR,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.Shade.IsOpen; Vehicle.Cabin.Door.Row1.PassengerSide.Shade.IsOpen; Vehicle.Cabin.Door.Row2.DriverSide.Shade.IsOpen; Vehicle.Cabin.Door.Row2.PassengerSide.Shade.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Shade.IsOpen,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,疑似重复,SUNROOF_CLOSE; WINDOW_CLOSE; DOOR_CLOSE,是,是,是,否/待审
VCC-069,SET DOOR Position,SET,DOOR,按官方路径区域归并,连续数值,0..100,Vehicle.Cabin.Door.Row1.DriverSide.Shade.Position; Vehicle.Cabin.Door.Row1.PassengerSide.Shade.Position; Vehicle.Cabin.Door.Row2.DriverSide.Shade.Position; Vehicle.Cabin.Door.Row2.PassengerSide.Shade.Position,actuator,uint8,percent,Item position. 0 = Start position 100 = End position.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Shade.Position,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,缺失候选,,否,否,是,否/待审
VCC-070,SWITCH_MODE DOOR Switch,SWITCH_MODE,DOOR,按官方路径区域归并,枚举,CLOSE; INACTIVE; ONE_SHOT_CLOSE; ONE_SHOT_OPEN; OPEN,Vehicle.Cabin.Door.Row1.DriverSide.Shade.Switch; Vehicle.Cabin.Door.Row1.PassengerSide.Shade.Switch; Vehicle.Cabin.Door.Row2.DriverSide.Shade.Switch; Vehicle.Cabin.Door.Row2.PassengerSide.Shade.Switch,actuator,string,,"Switch controlling sliding action such as window, sunroof, or blind.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Shade.Switch,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,疑似重复,HEADLIGHT_SET_MODE; WIPER_SET_MODE,是,是,是,否/待审
VCC-071,SWITCH_MODE DOOR Switch,SWITCH_MODE,DOOR,按官方路径区域归并,枚举,CLOSE; INACTIVE; ONE_SHOT_CLOSE; ONE_SHOT_OPEN; OPEN,Vehicle.Cabin.Door.Row1.DriverSide.Switch; Vehicle.Cabin.Door.Row1.PassengerSide.Switch; Vehicle.Cabin.Door.Row2.DriverSide.Switch; Vehicle.Cabin.Door.Row2.PassengerSide.Switch,actuator,string,,"Switch controlling sliding action such as window, sunroof, or blind.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Switch,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; GLOVE_BOX_DOOR_POS,疑似重复,HEADLIGHT_SET_MODE; WIPER_SET_MODE,是,是,是,否/待审
VCC-072,OPEN WINDOW 开,OPEN,WINDOW,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.Window.IsOpen; Vehicle.Cabin.Door.Row1.PassengerSide.Window.IsOpen; Vehicle.Cabin.Door.Row2.DriverSide.Window.IsOpen; Vehicle.Cabin.Door.Row2.PassengerSide.Window.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Window.IsOpen,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; WINDOW_POS; WINDOW_MOVE; WINDOW_LOCK; GLOVE_BOX_DOOR_POS,疑似重复,SUNROOF_OPEN; WINDOW_OPEN; DOOR_OPEN,是,是,是,否/待审
VCC-073,CLOSE WINDOW 关,CLOSE,WINDOW,按官方路径区域归并,布尔,,Vehicle.Cabin.Door.Row1.DriverSide.Window.IsOpen; Vehicle.Cabin.Door.Row1.PassengerSide.Window.IsOpen; Vehicle.Cabin.Door.Row2.DriverSide.Window.IsOpen; Vehicle.Cabin.Door.Row2.PassengerSide.Window.IsOpen,actuator,boolean,,Is item open or closed? True = Fully or partially open. False = Fully closed.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Window.IsOpen,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; WINDOW_POS; WINDOW_MOVE; WINDOW_LOCK; GLOVE_BOX_DOOR_POS,疑似重复,SUNROOF_CLOSE; WINDOW_CLOSE; DOOR_CLOSE,是,是,是,否/待审
VCC-074,SET WINDOW Position,SET,WINDOW,按官方路径区域归并,连续数值,0..100,Vehicle.Cabin.Door.Row1.DriverSide.Window.Position; Vehicle.Cabin.Door.Row1.PassengerSide.Window.Position; Vehicle.Cabin.Door.Row2.DriverSide.Window.Position; Vehicle.Cabin.Door.Row2.PassengerSide.Window.Position,actuator,uint8,percent,Item position. 0 = Start position 100 = End position.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Window.Position,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; WINDOW_POS; WINDOW_MOVE; WINDOW_LOCK; GLOVE_BOX_DOOR_POS,缺失候选,,否,否,是,否/待审
VCC-075,SWITCH_MODE WINDOW Switch,SWITCH_MODE,WINDOW,按官方路径区域归并,枚举,CLOSE; INACTIVE; ONE_SHOT_CLOSE; ONE_SHOT_OPEN; OPEN,Vehicle.Cabin.Door.Row1.DriverSide.Window.Switch; Vehicle.Cabin.Door.Row1.PassengerSide.Window.Switch; Vehicle.Cabin.Door.Row2.DriverSide.Window.Switch; Vehicle.Cabin.Door.Row2.PassengerSide.Window.Switch,actuator,string,,"Switch controlling sliding action such as window, sunroof, or blind.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.Door.Window.Switch,4,INFO_FUEL_DOOR_LOCATION; FUEL_DOOR_OPEN; DOOR_POS; DOOR_MOVE; DOOR_LOCK; DOOR_CHILD_LOCK_ENABLED; WINDOW_POS; WINDOW_MOVE; WINDOW_LOCK; GLOVE_BOX_DOOR_POS,疑似重复,HEADLIGHT_SET_MODE; WIPER_SET_MODE,是,是,是,否/待审
VCC-076,TURN_ON HVAC 开启,TURN_ON,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsAirConditioningActive,actuator,boolean,,Is Air conditioning active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsAirConditioningActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_ON,是,否,保持现有映射,是
VCC-077,TURN_OFF HVAC 关闭,TURN_OFF,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsAirConditioningActive,actuator,boolean,,Is Air conditioning active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsAirConditioningActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_OFF,是,否,保持现有映射,是
VCC-078,TURN_ON HVAC 开启,TURN_ON,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsFrontDefrosterActive,actuator,boolean,,Is front defroster active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsFrontDefrosterActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_ON,是,否,保持现有映射,是
VCC-079,TURN_OFF HVAC 关闭,TURN_OFF,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsFrontDefrosterActive,actuator,boolean,,Is front defroster active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsFrontDefrosterActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_OFF,是,否,保持现有映射,是
VCC-080,TURN_ON HVAC 开启,TURN_ON,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsRearDefrosterActive,actuator,boolean,,Is rear defroster active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsRearDefrosterActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_ON,是,否,保持现有映射,是
VCC-081,TURN_OFF HVAC 关闭,TURN_OFF,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsRearDefrosterActive,actuator,boolean,,Is rear defroster active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsRearDefrosterActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_OFF,是,否,保持现有映射,是
VCC-082,TURN_ON HVAC 开启,TURN_ON,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsRecirculationActive,actuator,boolean,,Is recirculation active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsRecirculationActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_ON,是,否,保持现有映射,是
VCC-083,TURN_OFF HVAC 关闭,TURN_OFF,HVAC,按官方路径区域归并,布尔,,Vehicle.Cabin.HVAC.IsRecirculationActive,actuator,boolean,,Is recirculation active.,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.IsRecirculationActive,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,DEFROST_OFF,是,否,保持现有映射,是
VCC-084,SET HVAC PowerOptimizeLevel,SET,HVAC,按官方路径区域归并,连续数值,0..10,Vehicle.Cabin.HVAC.PowerOptimizeLevel,actuator,uint8,,"Power optimization level for this branch/subsystem. A higher number indicates more aggressive power optimization. Level 0 indicates that all functionality is enabled, no power optimization enabled. Level 10 indicates most aggressive power optimization mode, only essential functionality enabled.",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.PowerOptimizeLevel,1,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,疑似重复,FRAGRANCE_SET_LEVEL; HVAC_SET_AIRFLOW_DIRECTION; HVAC_SET_FAN_SPEED; HVAC_SET_TEMPERATURE; SEAT_HEATING_SET_LEVEL; SEAT_MASSAGE_SET_LEVEL; SEAT_VENTILATION_SET_LEVEL,是,是,是,否/待审
VCC-085,SET_MODE HVAC AirDistribution,SET_MODE,HVAC,按官方路径区域归并,枚举,DOWN; MIDDLE; UP,Vehicle.Cabin.HVAC.Station.Row1.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row2.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row3.Driver.AirDistribution; Vehicle.Cabin.HVAC.Station.Row4.Driver.AirDistribution,actuator,string,,Direction of airstream,Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.Station.Driver.AirDistribution,4,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,缺失候选,,否,否,是,否/待审
VCC-086,SET HVAC FanSpeed,SET,HVAC,按官方路径区域归并,连续数值,0..100,Vehicle.Cabin.HVAC.Station.Row1.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row2.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row3.Driver.FanSpeed; Vehicle.Cabin.HVAC.Station.Row4.Driver.FanSpeed,actuator,uint8,percent,"Fan Speed, 0 = off. 100 = max",Android VHAL Android 16 VehicleProperty.aidl (按功能名交叉核验),Vehicle.Cabin.HVAC.Station.Driver.FanSpeed,4,HVAC_FAN_SPEED; HVAC_FAN_DIRECTION; HVAC_TEMPERATURE_CURRENT; HVAC_TEMPERATURE_SET; HVAC_DEFROSTER; HVAC_AC_ON; HVAC_MAX_AC_ON; HVAC_MAX_DEFROST_ON; HVAC_RECIRC_ON; HVAC_DUAL_ON; HVAC_AUTO_ON; HVAC_SEAT_TEMPERATURE; HVAC_SIDE_MIRROR_HEAT; HVAC_STEERING_WHEEL_HEAT; HVAC_TEMPERATURE_DISPLAY_UNITS; HVAC_ACTUAL_FAN_SPEED_RPM; HVAC_POWER_ON; HVAC_FAN_DIRECTION_AVAILABLE; HVAC_AUTO_RECIRC_ON; HVAC_SEAT_VENTILATION; HVAC_ELECTRIC_DEFROSTER_ON; HVAC_TEMPERATURE_VALUE_SUGGESTION,已覆盖-正式,CRUISE_SET_SPEED,是,否,保持现有映射,是
